AGENT_ID,DOB,MARITAL_STATUS,TEAM_CODE,CONTRACT_DATE,AGENT_STATUS,TERMINATION_DATE,FIRST_YEAR_COMMISSION
3201509002,1989-07-01 00:00:00,Married,A0000,2015-09-21 00:00:00,Inactive,2023-01-02 00:00:00,1748150.0
3201511001,1987-05-20 00:00:00,Married,A0000,2015-11-16 00:00:00,Inactive,2023-01-02 00:00:00,1930040.0
3201510003,1987-05-05 00:00:00,Married,A0000,2015-10-30 00:00:00,Inactive,2023-01-02 00:00:00,633460.0
3201510004,1990-07-21 00:00:00,Married,A0000,2015-10-17 00:00:00,Inactive,2023-01-02 00:00:00,637210.0
3201512001,1993-09-21 00:00:00,Married,A0000,2015-12-07 00:00:00,Inactive,2023-01-02 00:00:00,1103470.0
3201409001,1989-07-10 00:00:00,Married,A0000,2014-09-19 00:00:00,Inactive,2023-01-05 00:00:00,304390.0
3201803003,1994-11-27 00:00:00,Married,A0000,2018-03-24 00:00:00,Inactive,2023-01-18 00:00:00,387720.0
3201802002,1987-12-27 00:00:00,Married,A0000,2018-02-18 00:00:00,Inactive,2023-01-18 00:00:00,281060.0
3201806001,1990-02-18 00:00:00,Married,A0000,2018-06-17 00:00:00,Inactive,2023-01-18 00:00:00,226910.0
3201706002,1989-02-19 00:00:00,Married,A0000,2017-06-12 00:00:00,Inactive,2023-01-15 00:00:00,1191390.0
3201403002,1990-01-04 00:00:00,Married,A0000,2014-03-31 00:00:00,Inactive,2023-01-05 00:00:00,307230.0
3201412001,1984-07-15 00:00:00,Married,A0000,2014-12-03 00:00:00,Inactive,2023-01-05 00:00:00,785280.0
3201706003,1995-04-26 00:00:00,Married,A0000,2017-06-23 00:00:00,Inactive,2023-01-15 00:00:00,100760.0
3201804003,1990-11-04 00:00:00,Married,A0000,2018-04-10 00:00:00,Inactive,2023-01-18 00:00:00,130300.0
3201510005,1987-07-15 00:00:00,Married,A0000,2015-10-13 00:00:00,Inactive,2023-01-02 00:00:00,904990.0
3201510006,1987-04-23 00:00:00,Married,A0000,2015-10-07 00:00:00,Inactive,2023-01-02 00:00:00,745850.0
3201509003,1992-08-12 00:00:00,Married,A0000,2015-09-26 00:00:00,Inactive,2023-01-02 00:00:00,732340.0
3201512002,1987-09-09 00:00:00,Married,A0000,2015-12-07 00:00:00,Inactive,2023-01-02 00:00:00,362820.0
3201511002,1990-10-11 00:00:00,Married,A0000,2015-11-25 00:00:00,Inactive,2023-01-02 00:00:00,302750.0
3201806002,1990-05-12 00:00:00,Married,A0000,2018-06-21 00:00:00,Inactive,2023-01-18 00:00:00,133460.0
3201803004,1994-01-13 00:00:00,Married,A0000,2018-03-06 00:00:00,Inactive,2023-01-18 00:00:00,231620.0
3201806003,1991-03-29 00:00:00,Married,A0000,2018-06-16 00:00:00,Inactive,2023-01-18 00:00:00,1169900.0
3201803005,1996-01-05 00:00:00,Married,A0000,2018-03-04 00:00:00,Inactive,2023-01-18 00:00:00,218590.0
3201511003,1993-07-05 00:00:00,Married,A0001,2015-11-01 00:00:00,Inactive,2023-01-02 00:00:00,823790.0
3201510007,1987-05-10 00:00:00,Married,A0001,2015-10-17 00:00:00,Inactive,2023-01-02 00:00:00,527770.0
3201804004,1994-11-10 00:00:00,Married,A0001,2018-04-02 00:00:00,Inactive,2023-01-18 00:00:00,145050.0
3201407002,1985-05-17 00:00:00,Married,A0001,2014-07-31 00:00:00,Inactive,2023-01-05 00:00:00,554520.0
3201801001,1989-09-30 00:00:00,Married,A0001,2018-01-30 00:00:00,Inactive,2023-01-15 00:00:00,98480.0
3201512003,1992-09-10 00:00:00,Married,A0001,2015-12-01 00:00:00,Inactive,2023-01-02 00:00:00,3719350.0
3201511004,1990-08-17 00:00:00,Married,A0001,2015-11-12 00:00:00,Inactive,2023-01-02 00:00:00,572140.0
3201803006,1994-12-24 00:00:00,Married,A0001,2018-03-12 00:00:00,Inactive,2023-01-18 00:00:00,370980.0
3201701001,1994-11-24 00:00:00,Married,A0001,2017-01-22 00:00:00,Inactive,2023-01-12 00:00:00,182140.0
3201801002,1991-11-04 00:00:00,Married,A0001,2018-01-26 00:00:00,Inactive,2023-01-15 00:00:00,243390.0
3201511005,1993-09-25 00:00:00,Married,A0001,2015-11-15 00:00:00,Inactive,2023-01-02 00:00:00,1966930.0
3201804005,1991-01-28 00:00:00,Married,A0001,2018-04-04 00:00:00,Inactive,2023-01-18 00:00:00,270300.0
3201804006,1987-11-12 00:00:00,Married,A0001,2018-04-07 00:00:00,Inactive,2023-01-18 00:00:00,383530.0
3201512004,1986-09-13 00:00:00,Married,A0001,2015-12-10 00:00:00,Inactive,2023-01-02 00:00:00,488000.0
3201803007,1989-11-10 00:00:00,Married,A0001,2018-03-30 00:00:00,Inactive,2023-01-18 00:00:00,129430.0
3201509004,1993-05-06 00:00:00,Married,A0001,2015-09-26 00:00:00,Inactive,2023-01-02 00:00:00,432950.0
3201510008,1990-07-11 00:00:00,Married,A0001,2015-10-28 00:00:00,Inactive,2023-01-02 00:00:00,419840.0
3201703001,1995-02-13 00:00:00,Married,A0001,2017-03-22 00:00:00,Inactive,2023-01-15 00:00:00,185130.0
3201805005,1993-11-21 00:00:00,Married,A0001,2018-05-01 00:00:00,Inactive,2023-01-18 00:00:00,288930.0
3201511006,1986-06-07 00:00:00,Married,A0001,2015-11-07 00:00:00,Inactive,2023-01-02 00:00:00,730800.0
3201806004,1990-04-27 00:00:00,Married,A0001,2018-06-19 00:00:00,Inactive,2023-01-18 00:00:00,199980.0
3201511007,1988-09-26 00:00:00,Married,A0001,2015-11-05 00:00:00,Inactive,2023-01-02 00:00:00,1391210.0
3201512005,1991-07-03 00:00:00,Married,A0001,2015-12-02 00:00:00,Inactive,2023-01-02 00:00:00,666640.0
3201803008,1992-11-06 00:00:00,Married,A0001,2018-03-12 00:00:00,Inactive,2023-01-18 00:00:00,176800.0
3201702001,1988-12-03 00:00:00,Married,A0001,2017-02-26 00:00:00,Inactive,2023-01-15 00:00:00,305640.0
3201804007,1994-02-19 00:00:00,Married,A0001,2018-04-10 00:00:00,Inactive,2023-01-18 00:00:00,52720.0
3201412002,1984-10-21 00:00:00,Married,A0001,2014-12-01 00:00:00,Inactive,2023-01-05 00:00:00,1217800.0
3201802003,1991-12-18 00:00:00,Married,A0001,2018-02-06 00:00:00,Inactive,2023-01-15 00:00:00,125840.0
3201509005,1988-04-16 00:00:00,Married,A0001,2015-09-22 00:00:00,Inactive,2023-01-02 00:00:00,1201010.0
3201802004,1991-10-07 00:00:00,Married,A0001,2018-02-13 00:00:00,Inactive,2023-01-18 00:00:00,767660.0
3201406001,1988-02-23 00:00:00,Married,A0001,2014-06-15 00:00:00,Inactive,2023-01-05 00:00:00,384810.0
3201802005,1987-10-03 00:00:00,Married,A0001,2018-02-24 00:00:00,Inactive,2023-01-18 00:00:00,477280.0
3201806005,1989-01-20 00:00:00,Married,A0001,2018-06-28 00:00:00,Inactive,2023-01-18 00:00:00,207140.0
3201805006,1992-12-04 00:00:00,Married,A0001,2018-05-27 00:00:00,Inactive,2023-01-18 00:00:00,145820.0
3201803009,1987-11-17 00:00:00,Married,A0001,2018-03-04 00:00:00,Inactive,2023-01-18 00:00:00,207850.0
3201404001,1988-11-22 00:00:00,Married,A0001,2014-04-17 00:00:00,Inactive,2023-01-05 00:00:00,1808170.0
3201806006,1989-04-08 00:00:00,Married,A0001,2018-06-04 00:00:00,Inactive,2023-01-18 00:00:00,389410.0
3201407003,1989-04-08 00:00:00,Married,A0001,2014-07-19 00:00:00,Inactive,2023-01-05 00:00:00,1078160.0
3201805007,1994-02-20 00:00:00,Married,A0001,2018-05-03 00:00:00,Inactive,2023-01-18 00:00:00,724490.0
3201510009,1985-06-17 00:00:00,Married,A0001,2015-10-26 00:00:00,Inactive,2023-01-02 00:00:00,639210.0
3201511008,1987-06-09 00:00:00,Married,A0002,2015-11-09 00:00:00,Inactive,2023-01-02 00:00:00,713450.0
3201511009,1992-06-03 00:00:00,Married,A0002,2015-11-28 00:00:00,Inactive,2023-01-02 00:00:00,477670.0
3201801003,1991-08-19 00:00:00,Married,A0002,2018-01-14 00:00:00,Inactive,2023-01-15 00:00:00,944910.0
3201703002,1988-01-09 00:00:00,Married,A0002,2017-03-25 00:00:00,Inactive,2023-01-15 00:00:00,81320.0
3201512006,1985-08-23 00:00:00,Married,A0002,2015-12-07 00:00:00,Inactive,2023-01-02 00:00:00,7304370.0
3201704001,1995-01-18 00:00:00,Married,A0002,2017-04-04 00:00:00,Inactive,2023-01-15 00:00:00,582200.0
3201412003,1985-08-12 00:00:00,Married,A0002,2014-12-20 00:00:00,Inactive,2023-01-05 00:00:00,2407180.0
3201802006,1993-11-05 00:00:00,Married,A0002,2018-02-16 00:00:00,Inactive,2023-01-18 00:00:00,281390.0
3201703003,1993-12-04 00:00:00,Married,A0002,2017-03-12 00:00:00,Inactive,2023-01-15 00:00:00,84320.0
3201512007,1990-10-29 00:00:00,Married,A0002,2015-12-10 00:00:00,Inactive,2023-01-02 00:00:00,777200.0
3201510010,1985-08-18 00:00:00,Married,A0002,2015-10-14 00:00:00,Inactive,2023-01-02 00:00:00,643230.0
3201705002,1987-03-22 00:00:00,Married,A0002,2017-05-27 00:00:00,Inactive,2023-01-15 00:00:00,355530.0
3201804008,1989-01-27 00:00:00,Married,A0002,2018-04-12 00:00:00,Inactive,2023-01-18 00:00:00,131460.0
3201802007,1991-01-06 00:00:00,Married,A0002,2018-02-11 00:00:00,Inactive,2023-01-18 00:00:00,159350.0
3201510011,1985-05-13 00:00:00,Married,A0002,2015-10-07 00:00:00,Inactive,2023-01-02 00:00:00,5117260.0
3201404002,1991-02-19 00:00:00,Married,A0002,2014-04-12 00:00:00,Inactive,2023-01-05 00:00:00,291840.0
3201511010,1990-08-16 00:00:00,Married,A0002,2015-11-26 00:00:00,Inactive,2023-01-02 00:00:00,502830.0
3201806007,1990-12-13 00:00:00,Married,A0002,2018-06-11 00:00:00,Inactive,2023-01-18 00:00:00,415020.0
3201508001,1990-05-11 00:00:00,Married,A0002,2015-08-22 00:00:00,Inactive,2023-01-02 00:00:00,352840.0
3201509006,1993-04-05 00:00:00,Married,A0002,2015-09-17 00:00:00,Inactive,2023-01-02 00:00:00,417180.0
3201511011,1990-05-17 00:00:00,Married,A0002,2015-11-14 00:00:00,Inactive,2023-01-02 00:00:00,544000.0
3201412004,1985-11-18 00:00:00,Married,A0002,2014-12-26 00:00:00,Inactive,2023-01-05 00:00:00,1275460.0
3201802008,1991-09-06 00:00:00,Married,A0002,2018-02-16 00:00:00,Inactive,2023-01-18 00:00:00,169620.0
3201509007,1993-05-15 00:00:00,Married,A0002,2015-09-23 00:00:00,Inactive,2023-01-02 00:00:00,1787060.0
3201403003,1984-11-23 00:00:00,Married,A0002,2014-03-23 00:00:00,Inactive,2023-01-05 00:00:00,3276850.0
3201509008,1985-05-01 00:00:00,Married,A0002,2015-09-25 00:00:00,Inactive,2023-01-02 00:00:00,686440.0
3201404003,1988-03-23 00:00:00,Married,A0002,2014-04-28 00:00:00,Inactive,2023-01-05 00:00:00,3693200.0
3201508002,1993-07-16 00:00:00,Married,A0002,2015-08-25 00:00:00,Inactive,2023-01-02 00:00:00,3516930.0
3201509009,1991-05-13 00:00:00,Married,A0002,2015-09-22 00:00:00,Inactive,2023-01-02 00:00:00,429680.0
3201804009,1987-11-11 00:00:00,Married,A0002,2018-04-27 00:00:00,Inactive,2023-01-18 00:00:00,234700.0
3201805008,1989-01-02 00:00:00,Married,A0002,2018-05-28 00:00:00,Inactive,2023-01-18 00:00:00,670580.0
3201406002,1985-01-03 00:00:00,Married,A0002,2014-06-22 00:00:00,Inactive,2023-01-05 00:00:00,943750.0
3201804010,1993-03-15 00:00:00,Married,A0002,2018-04-30 00:00:00,Inactive,2023-01-18 00:00:00,441180.0
3201406003,1988-02-13 00:00:00,Married,A0002,2014-06-26 00:00:00,Inactive,2023-01-05 00:00:00,922910.0
3201805009,1987-12-13 00:00:00,Married,A0002,2018-05-07 00:00:00,Inactive,2023-01-18 00:00:00,334600.0
3201512008,1990-09-25 00:00:00,Married,A0002,2015-12-05 00:00:00,Inactive,2023-01-02 00:00:00,579520.0
3201405002,1988-01-20 00:00:00,Married,A0002,2014-05-05 00:00:00,Inactive,2023-01-05 00:00:00,866090.0
3201509010,1993-05-16 00:00:00,Married,A0002,2015-09-04 00:00:00,Inactive,2023-01-02 00:00:00,453170.0
3201405003,1986-12-08 00:00:00,Married,A0002,2014-05-24 00:00:00,Inactive,2023-01-05 00:00:00,840320.0
3201511012,1990-08-29 00:00:00,Married,A0002,2015-11-05 00:00:00,Inactive,2023-01-02 00:00:00,376360.0
3201802009,1991-01-13 00:00:00,Married,A0002,2018-02-28 00:00:00,Inactive,2023-01-18 00:00:00,165490.0
3201404004,1987-03-13 00:00:00,Married,A0002,2014-04-30 00:00:00,Inactive,2023-01-05 00:00:00,224760.0
3201512009,1985-07-22 00:00:00,Married,A0002,2015-12-04 00:00:00,Inactive,2023-01-02 00:00:00,552750.0
3201411002,1988-06-22 00:00:00,Married,A0002,2014-11-30 00:00:00,Inactive,2023-01-05 00:00:00,691800.0
3201511013,1988-07-27 00:00:00,Married,A0003,2015-11-21 00:00:00,Inactive,2023-01-02 00:00:00,989340.0
3201805010,1992-11-14 00:00:00,Married,A0003,2018-05-12 00:00:00,Inactive,2023-01-18 00:00:00,2332150.0
3201806008,1996-03-18 00:00:00,Single,A0003,2018-06-12 00:00:00,Inactive,2023-01-18 00:00:00,578680.0
3201802010,1988-11-10 00:00:00,Married,A0003,2018-02-28 00:00:00,Inactive,2023-01-18 00:00:00,169890.0
3201801004,1993-08-26 00:00:00,Married,A0003,2018-01-14 00:00:00,Inactive,2023-01-15 00:00:00,199800.0
3201805011,1991-02-28 00:00:00,Married,A0003,2018-05-26 00:00:00,Inactive,2023-01-18 00:00:00,158340.0
3201510012,1991-06-03 00:00:00,Married,A0003,2015-10-28 00:00:00,Inactive,2023-01-02 00:00:00,707570.0
3201509011,1990-04-12 00:00:00,Married,A0003,2015-09-26 00:00:00,Inactive,2023-01-02 00:00:00,405640.0
3201511014,1993-06-06 00:00:00,Married,A0003,2015-11-29 00:00:00,Inactive,2023-01-02 00:00:00,531140.0
3201703004,1990-02-05 00:00:00,Married,A0003,2017-03-16 00:00:00,Inactive,2023-01-15 00:00:00,62010.0
3201509012,1989-03-31 00:00:00,Married,A0003,2015-09-26 00:00:00,Inactive,2023-01-02 00:00:00,356990.0
3201805012,1988-01-06 00:00:00,Married,A0003,2018-05-02 00:00:00,Inactive,2023-01-18 00:00:00,577910.0
3201510013,1989-08-18 00:00:00,Married,A0003,2015-10-23 00:00:00,Inactive,2023-01-02 00:00:00,1006430.0
3201409002,1992-08-16 00:00:00,Married,A0003,2014-09-23 00:00:00,Inactive,2023-01-05 00:00:00,403120.0
3201802011,1991-09-07 00:00:00,Married,A0003,2018-02-25 00:00:00,Inactive,2023-01-18 00:00:00,243540.0
3201509013,1989-06-02 00:00:00,Married,A0003,2015-09-21 00:00:00,Inactive,2023-01-02 00:00:00,1376260.0
3201802012,1990-09-18 00:00:00,Married,A0003,2018-02-16 00:00:00,Inactive,2023-01-18 00:00:00,709170.0
3201804011,1989-01-01 00:00:00,Married,A0003,2018-04-08 00:00:00,Inactive,2023-01-18 00:00:00,811760.0
3201509014,1986-07-10 00:00:00,Married,A0003,2015-09-07 00:00:00,Inactive,2023-01-02 00:00:00,1096730.0
3201805013,1994-04-10 00:00:00,Married,A0003,2018-05-18 00:00:00,Inactive,2023-01-18 00:00:00,154900.0
3201509015,1988-05-06 00:00:00,Married,A0003,2015-09-02 00:00:00,Inactive,2023-01-02 00:00:00,886140.0
3201509016,1991-06-25 00:00:00,Married,A0003,2015-09-08 00:00:00,Inactive,2023-01-02 00:00:00,2019480.0
3201702002,1992-12-15 00:00:00,Married,A0003,2017-02-08 00:00:00,Inactive,2023-01-12 00:00:00,224490.0
3201512010,1992-07-11 00:00:00,Married,A0003,2015-12-16 00:00:00,Inactive,2023-01-02 00:00:00,723360.0
3201409003,1992-04-21 00:00:00,Married,A0003,2014-09-04 00:00:00,Inactive,2023-01-05 00:00:00,749950.0
3201512011,1991-10-22 00:00:00,Married,A0003,2015-12-11 00:00:00,Inactive,2023-01-02 00:00:00,858420.0
3201804012,1990-12-22 00:00:00,Married,A0003,2018-04-19 00:00:00,Inactive,2023-01-18 00:00:00,391000.0
3201801005,1990-11-28 00:00:00,Married,A0003,2018-01-24 00:00:00,Inactive,2023-01-15 00:00:00,1021480.0
3201805014,1994-03-08 00:00:00,Married,A0003,2018-05-21 00:00:00,Inactive,2023-01-18 00:00:00,199060.0
3201806009,1993-02-03 00:00:00,Married,A0003,2018-06-19 00:00:00,Inactive,2023-01-18 00:00:00,1121100.0
3201510014,1989-08-27 00:00:00,Married,A0003,2015-10-18 00:00:00,Inactive,2023-01-02 00:00:00,5580750.0
3201805015,1989-01-28 00:00:00,Married,A0003,2018-05-23 00:00:00,Inactive,2023-01-18 00:00:00,3660140.0
3201803010,1988-11-25 00:00:00,Married,A0004,2018-03-30 00:00:00,Inactive,2023-01-18 00:00:00,467250.0
3201512012,1992-07-24 00:00:00,Married,A0004,2015-12-15 00:00:00,Inactive,2023-01-02 00:00:00,449060.0
3201802013,1994-09-20 00:00:00,Married,A0004,2018-02-10 00:00:00,Inactive,2023-01-15 00:00:00,133450.0
3201806010,1993-12-16 00:00:00,Married,A0004,2018-06-05 00:00:00,Inactive,2023-01-18 00:00:00,191630.0
3201804013,1990-10-30 00:00:00,Married,A0004,2018-04-04 00:00:00,Inactive,2023-01-18 00:00:00,162800.0
3201509017,1986-07-29 00:00:00,Married,A0004,2015-09-04 00:00:00,Inactive,2023-01-02 00:00:00,1358130.0
3201805016,1992-12-09 00:00:00,Married,A0004,2018-05-17 00:00:00,Inactive,2023-01-18 00:00:00,1194430.0
3201510015,1991-05-01 00:00:00,Married,A0004,2015-10-24 00:00:00,Inactive,2023-01-02 00:00:00,743080.0
3201805017,1995-03-02 00:00:00,Married,A0004,2018-05-21 00:00:00,Inactive,2023-01-18 00:00:00,393260.0
3201804014,1988-02-17 00:00:00,Married,A0004,2018-04-24 00:00:00,Inactive,2023-01-18 00:00:00,349560.0
3201510016,1990-05-22 00:00:00,Married,A0004,2015-10-17 00:00:00,Inactive,2023-01-02 00:00:00,1413280.0
3201804015,1996-03-01 00:00:00,Single,A0004,2018-04-20 00:00:00,Inactive,2023-01-18 00:00:00,985100.0
3201806011,1989-03-08 00:00:00,Married,A0004,2018-06-18 00:00:00,Inactive,2023-01-18 00:00:00,154030.0
3201802014,1993-10-04 00:00:00,Married,A0004,2018-02-14 00:00:00,Inactive,2023-01-18 00:00:00,321520.0
3201804016,1988-11-10 00:00:00,Married,A0004,2018-04-17 00:00:00,Inactive,2023-01-18 00:00:00,301330.0
3201509018,1992-04-07 00:00:00,Married,A0004,2015-09-07 00:00:00,Inactive,2023-01-02 00:00:00,607960.0
3201511015,1985-08-26 00:00:00,Married,A0004,2015-11-18 00:00:00,Inactive,2023-01-02 00:00:00,430890.0
3201802015,1993-11-14 00:00:00,Married,A0004,2018-02-03 00:00:00,Inactive,2023-01-15 00:00:00,269500.0
3201803011,1990-12-17 00:00:00,Married,A0004,2018-03-11 00:00:00,Inactive,2023-01-18 00:00:00,307560.0
3201510017,1987-04-29 00:00:00,Married,A0004,2015-10-10 00:00:00,Inactive,2023-01-02 00:00:00,1990850.0
3201802016,1989-09-03 00:00:00,Married,A0004,2018-02-11 00:00:00,Inactive,2023-01-18 00:00:00,709010.0
3201801006,1991-10-06 00:00:00,Married,A0004,2018-01-28 00:00:00,Inactive,2023-01-15 00:00:00,251690.0
3201802017,1987-12-22 00:00:00,Married,A0004,2018-02-06 00:00:00,Inactive,2023-01-15 00:00:00,399700.0
3201407004,1992-06-21 00:00:00,Married,A0004,2014-07-29 00:00:00,Inactive,2023-01-05 00:00:00,1243190.0
3201806012,1995-12-05 00:00:00,Married,A0004,2018-06-01 00:00:00,Inactive,2023-01-18 00:00:00,418680.0
3201402001,1990-09-29 00:00:00,Married,A0004,2014-02-13 00:00:00,Inactive,2023-01-05 00:00:00,1520160.0
3201805018,1993-02-08 00:00:00,Married,A0004,2018-05-03 00:00:00,Inactive,2023-01-18 00:00:00,183660.0
3201512013,1992-06-22 00:00:00,Married,A0004,2015-12-01 00:00:00,Inactive,2023-01-02 00:00:00,1253060.0
3201405004,1984-01-23 00:00:00,Married,A0004,2014-05-13 00:00:00,Inactive,2023-01-05 00:00:00,685050.0
3201702003,1994-12-06 00:00:00,Married,A0004,2017-02-24 00:00:00,Inactive,2023-01-15 00:00:00,83640.0
3201511016,1992-06-23 00:00:00,Married,A0004,2015-11-09 00:00:00,Inactive,2023-01-02 00:00:00,348230.0
3201404005,1989-12-22 00:00:00,Married,A0004,2014-04-15 00:00:00,Inactive,2023-01-05 00:00:00,473990.0
3201805019,1991-01-14 00:00:00,Married,A0004,2018-05-12 00:00:00,Inactive,2023-01-18 00:00:00,130760.0
3201704002,1993-02-10 00:00:00,Married,A0004,2017-04-30 00:00:00,Inactive,2023-01-15 00:00:00,899210.0
3201706004,1991-03-28 00:00:00,Married,A0004,2017-06-18 00:00:00,Inactive,2023-01-15 00:00:00,242770.0
3201803012,1989-01-14 00:00:00,Married,A0004,2018-03-08 00:00:00,Inactive,2023-01-18 00:00:00,112030.0
3201702004,1990-10-01 00:00:00,Married,A0004,2017-02-15 00:00:00,Inactive,2023-01-15 00:00:00,170530.0
3201509019,1987-07-24 00:00:00,Married,A0004,2015-09-08 00:00:00,Inactive,2023-01-02 00:00:00,548340.0
3201805020,1990-02-15 00:00:00,Married,A0005,2018-05-22 00:00:00,Inactive,2023-01-18 00:00:00,138640.0
3201805021,1994-03-23 00:00:00,Married,A0005,2018-05-18 00:00:00,Inactive,2023-01-18 00:00:00,275740.0
3201803013,1993-11-24 00:00:00,Married,A0005,2018-03-13 00:00:00,Inactive,2023-01-18 00:00:00,388810.0
3201801007,1990-08-22 00:00:00,Married,A0005,2018-01-20 00:00:00,Inactive,2023-01-15 00:00:00,179480.0
3201705003,1995-03-10 00:00:00,Married,A0005,2017-05-16 00:00:00,Inactive,2023-01-15 00:00:00,97710.0
3201510018,1985-05-22 00:00:00,Married,A0005,2015-10-19 00:00:00,Inactive,2023-01-02 00:00:00,606580.0
3201806013,1987-12-30 00:00:00,Married,A0005,2018-06-09 00:00:00,Inactive,2023-01-18 00:00:00,181650.0
3201511017,1986-06-10 00:00:00,Married,A0005,2015-11-04 00:00:00,Inactive,2023-01-02 00:00:00,1058580.0
3201509020,1989-08-05 00:00:00,Married,A0005,2015-09-30 00:00:00,Inactive,2023-01-02 00:00:00,721420.0
3201512014,1985-10-29 00:00:00,Married,A0005,2015-12-14 00:00:00,Inactive,2023-01-02 00:00:00,1223070.0
3201412005,1990-07-20 00:00:00,Married,A0005,2014-12-26 00:00:00,Inactive,2023-01-05 00:00:00,1001150.0
3201804017,1995-12-16 00:00:00,Married,A0005,2018-04-15 00:00:00,Inactive,2023-01-18 00:00:00,142300.0
3201701002,1993-12-03 00:00:00,Married,A0005,2017-01-25 00:00:00,Inactive,2023-01-12 00:00:00,94680.0
3201411003,1987-05-20 00:00:00,Married,A0005,2014-11-19 00:00:00,Inactive,2023-01-05 00:00:00,274530.0
3201509021,1992-06-14 00:00:00,Married,A0005,2015-09-27 00:00:00,Inactive,2023-01-02 00:00:00,571160.0
3201804018,1988-01-17 00:00:00,Married,A0005,2018-04-24 00:00:00,Inactive,2023-01-18 00:00:00,147880.0
3201805022,1989-12-12 00:00:00,Married,A0005,2018-05-07 00:00:00,Inactive,2023-01-18 00:00:00,137400.0
3201510019,1986-04-28 00:00:00,Married,A0005,2015-10-14 00:00:00,Inactive,2023-01-02 00:00:00,317460.0
3201508003,1988-06-06 00:00:00,Married,A0005,2015-08-19 00:00:00,Inactive,2023-01-02 00:00:00,2743050.0
3201412006,1987-10-02 00:00:00,Married,A0005,2014-12-18 00:00:00,Inactive,2023-01-05 00:00:00,1774740.0
3201512015,1986-06-29 00:00:00,Married,A0005,2015-12-16 00:00:00,Inactive,2023-01-02 00:00:00,1424690.0
3201802018,1989-11-22 00:00:00,Married,A0005,2018-02-14 00:00:00,Inactive,2023-01-18 00:00:00,185900.0
3201412007,1991-06-13 00:00:00,Married,A0005,2014-12-05 00:00:00,Inactive,2023-01-05 00:00:00,4437510.0
3201511018,1991-07-14 00:00:00,Married,A0005,2015-11-08 00:00:00,Inactive,2023-01-02 00:00:00,782140.0
3201508004,1993-05-09 00:00:00,Married,A0005,2015-08-23 00:00:00,Inactive,2023-01-02 00:00:00,532880.0
3201509022,1985-05-25 00:00:00,Married,A0005,2015-09-19 00:00:00,Inactive,2023-01-02 00:00:00,1016060.0
3201509023,1986-08-11 00:00:00,Married,A0005,2015-09-30 00:00:00,Inactive,2023-01-02 00:00:00,3159410.0
3201510020,1989-06-21 00:00:00,Married,A0005,2015-10-26 00:00:00,Inactive,2023-01-02 00:00:00,1339150.0
